EV,Price Target,Team,league,Price,Book,Position,Time Until,Player,Game,Type,Line,result
0.10039616374578528,-115,sas,nba,-115,bet365,under,-8m,victor wembanyama,san antonio spurs @ orlando magic,points_rebounds_assists,36.5,successful bet
0.11901248846650865,-115,chi,nba,-115,bet365,under,-5m,matas buzelis,golden state warriors @ chicago bulls,points_assists,14.5,successful bet
0.2245149396058483,-110,chi,nba,-110,bet365,under,-5m,josh giddey,golden state warriors @ chicago bulls,steals_blocks,1.5,successful bet
0.11438560086326155,-116,chi,nba,-115,bet365,under,-8m,coby white,golden state warriors @ chicago bulls,points,20.5,successful bet
0.16791506467226303,-150,chi,nba,-145,bet365,under,-8m,matas buzelis,golden state warriors @ chicago bulls,blocks,1.5,successful bet
0.13970284415893505,-235,chi,nba,-235,bet365,under,-8m,josh giddey,golden state warriors @ chicago bulls,steals,1.5,successful bet
0.39972307692307696,800,gsw,nba,800,bet365,side,-8m,stephen curry,golden state warriors @ chicago bulls,first_basket,0.0,successful bet
0.13827677585572296,-190,chi,nba,-190,bet365,under,-8m,ayo dosunmu,golden state warriors @ chicago bulls,blocks,0.5,successful bet
0.13036363636363602,-130,chi,nba,-130,bet365,under,-8m,jalen smith,golden state warriors @ chicago bulls,blocks,0.5,successful bet
0.1551431052607517,120,chi,nba,130,bet365,under,-8m,matas buzelis,golden state warriors @ chicago bulls,steals_blocks,1.5,successful bet
0.1428184123568736,-130,nyk,nba,-130,bet365,under,1m,miles mcbride,boston celtics @ new york knicks,assists,2.5,successful bet
0.11281224487831555,-120,bos,nba,-120,bet365,under,1m,jayson tatum,boston celtics @ new york knicks,points_rebounds_assists,42.5,successful bet
0.1348984513804733,-155,nyk,nba,-155,bet365,under,1m,precious achiuwa,boston celtics @ new york knicks,steals_blocks,2.5,successful bet
0.15151748251748176,125,bos,nba,125,bet365,under,1m,luke kornet,boston celtics @ new york knicks,steals_blocks,1.5,successful bet
0.15801793045247556,-135,bos,nba,-130,bet365,under,1m,jayson tatum,boston celtics @ new york knicks,turnovers,3.5,successful bet
0.12140087959121584,-120,bos,nba,-120,bet365,under,-3m,luke kornet,boston celtics @ new york knicks,points_assists,10.5,successful bet
0.13413653690231658,-125,bos,nba,-125,bet365,under,-3m,luke kornet,boston celtics @ new york knicks,points_rebounds,14.5,successful bet
0.12686713286713217,125,bos,nba,125,bet365,under,-3m,al horford,boston celtics @ new york knicks,turnovers,0.5,successful bet
0.1318322289064655,132,phx,nba,132,bet365,under,16m,mason plumlee,denver nuggets @ phoenix suns,blocks,0.5,successful bet
0.1058514285714285,700,phx,nba,700,bet365,side,16m,devin booker,denver nuggets @ phoenix suns,first_basket,0.0,successful bet
0.15046368868890958,-130,phx,nba,-125,bet365,under,16m,mason plumlee,denver nuggets @ phoenix suns,points,6.5,successful bet
0.14207159295339633,-130,bos,nba,-120,bet365,under,0d 0m,payton pritchard,boston celtics @ new york knicks,ht_points_assists,23.5,"Halftime bet, not set up for halftime bets yet."
0.1485808378270922,-105,nyk,nba,-105,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_rebounds,33.5,"Halftime bet, not set up for halftime bets yet."
0.12054491587912103,-105,bos,nba,-105,bet365,under,0d 0m,payton pritchard,boston celtics @ new york knicks,ht_points,20.5,"Halftime bet, not set up for halftime bets yet."
0.1816491466649514,-110,nyk,nba,-105,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_assists,36.5,"Halftime bet, not set up for halftime bets yet."
0.15789352271051446,-115,nyk,nba,-115,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points,32.5,"Halftime bet, not set up for halftime bets yet."
0.17701818029211241,-125,nyk,nba,-115,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_rebounds_assists,38.5,"Halftime bet, not set up for halftime bets yet."
0.17645853624354932,-116,sac,nba,-115,bet365,under,10m,jonas valanciunas,new orleans pelicans @ sacramento kings,points_rebounds_assists,15.5,successful bet
0.1485808378270922,-105,nyk,nba,-105,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_rebounds,33.5,"Halftime bet, not set up for halftime bets yet."
0.17556767509253615,-125,nyk,nba,-115,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_rebounds_assists,38.5,"Halftime bet, not set up for halftime bets yet."
0.12054491587912103,-105,bos,nba,-105,bet365,under,0d 0m,payton pritchard,boston celtics @ new york knicks,ht_points,20.5,"Halftime bet, not set up for halftime bets yet."
0.14207159295339633,-130,bos,nba,-120,bet365,under,0d 0m,payton pritchard,boston celtics @ new york knicks,ht_points_assists,23.5,"Halftime bet, not set up for halftime bets yet."
0.1816491466649514,-110,nyk,nba,-105,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_assists,36.5,"Halftime bet, not set up for halftime bets yet."
0.15789352271051446,-115,nyk,nba,-115,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points,32.5,"Halftime bet, not set up for halftime bets yet."
0.11333948640186632,-110,sac,nba,-110,bet365,under,8m,malik monk,new orleans pelicans @ sacramento kings,points_rebounds,25.5,successful bet
0.1872360972360969,110,sac,nba,110,bet365,under,8m,jonas valanciunas,new orleans pelicans @ sacramento kings,assists_rebounds,7.5,successful bet
0.15652764076474773,-116,sac,nba,-115,bet365,under,8m,jonas valanciunas,new orleans pelicans @ sacramento kings,points_rebounds,13.5,successful bet
0.1485808378270922,-105,nyk,nba,-105,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_rebounds,33.5,"Halftime bet, not set up for halftime bets yet."
0.17701818029211241,-125,nyk,nba,-115,bet365,under,0d 0m,jalen brunson,boston celtics @ new york knicks,ht_points_rebounds_assists,38.5,"Halftime bet, not set up for halftime bets yet."
0.14207159295339633,-125,bos,nba,-120,bet365,under,0d 0m,payton pritchard,boston celtics @ new york knicks,ht_points_assists,23.5,"Halftime bet, not set up for halftime bets yet."
0.12308155623988767,-105,bos,nba,-105,bet365,under,0d 0m,payton pritchard,boston celtics @ new york knicks,ht_points,20.5,"Halftime bet, not set up for halftime bets yet."
0.17330404333707203,125,sac,nba,135,bet365,under,0m,zach lavine,new orleans pelicans @ sacramento kings,three_pointers_made,2.5,successful bet
